Transaction ID,Date,Transaction Time,Stock Symbol,Price,Quantity,Open,High,Low,Close,Volume,Daily Range,Price Change,Gain,Transaction Value,Anomaly
AAPL_2000-09-29_69,2000-09-29,01:59:13,AAPL,27.83,1284055,28.19,29.0,25.37,25.75,132529300,3.629999999999999,-2.4400000000000013,0,33064416.25,-1
AAPL_2000-09-29_72,2000-09-29,03:44:54,AAPL,27.55,1017383,28.19,29.0,25.37,25.75,132529300,3.629999999999999,-2.4400000000000013,0,26197612.25,-1
AAPL_2000-09-29_77,2000-09-29,02:41:30,AAPL,27.75,1255601,28.19,29.0,25.37,25.75,132529300,3.629999999999999,-2.4400000000000013,0,32331725.75,-1
AAPL_2000-09-29_78,2000-09-29,01:28:52,AAPL,28.2,1173935,28.19,29.0,25.37,25.75,132529300,3.629999999999999,-2.4400000000000013,0,30228826.25,-1
AAPL_2000-09-29_80,2000-09-29,00:45:39,AAPL,27.87,1075464,28.19,29.0,25.37,25.75,132529300,3.629999999999999,-2.4400000000000013,0,27693198.0,-1
AAPL_2000-09-29_86,2000-09-29,02:19:27,AAPL,27.48,1215845,28.19,29.0,25.37,25.75,132529300,3.629999999999999,-2.4400000000000013,0,31308008.75,-1
AAPL_2000-09-29_89,2000-09-29,01:13:50,AAPL,26.59,1057424,28.19,29.0,25.37,25.75,132529300,3.629999999999999,-2.4400000000000013,0,27228668.0,-1
AAPL_2000-09-29_91,2000-09-29,04:18:21,AAPL,26.18,1195089,28.19,29.0,25.37,25.75,132529300,3.629999999999999,-2.4400000000000013,0,30773541.75,-1
AAPL_2000-09-29_95,2000-09-29,05:39:32,AAPL,26.94,1279494,28.19,29.0,25.37,25.75,132529300,3.629999999999999,-2.4400000000000013,0,32946970.5,-1
AAPL_2000-09-29_97,2000-09-29,06:27:56,AAPL,27.77,1132002,28.19,29.0,25.37,25.75,132529300,3.629999999999999,-2.4400000000000013,0,29149051.5,-1
AAPL_2000-09-29_98,2000-09-29,03:37:24,AAPL,27.4,1290086,28.19,29.0,25.37,25.75,132529300,3.629999999999999,-2.4400000000000013,0,33219714.5,-1
AAPL_2000-09-29_99,2000-09-29,00:16:03,AAPL,28.86,1143157,28.19,29.0,25.37,25.75,132529300,3.629999999999999,-2.4400000000000013,0,29436292.75,-1
AAPL_2007-01-09_1,2007-01-09,04:12:35,AAPL,92.5,1194258,86.45,92.98,85.15,92.57,119617800,7.829999999999998,6.11999999999999,1,110552463.06,-1
AAPL_2008-01-23_18,2008-01-23,02:38:15,AAPL,137.85,1173698,136.19,140.0,126.14,139.072,120463200,13.86,2.882000000000005,1,163228528.26,-1
AAPL_2008-01-23_23,2008-01-23,04:59:35,AAPL,128.48,1035475,136.19,140.0,126.14,139.072,120463200,13.86,2.882000000000005,1,144005579.2,-1
AAPL_2008-01-23_36,2008-01-23,01:50:52,AAPL,138.75,1158448,136.19,140.0,126.14,139.072,120463200,13.86,2.882000000000005,1,161107680.26,-1
AAPL_2008-01-23_42,2008-01-23,04:46:52,AAPL,126.71,1084456,136.19,140.0,126.14,139.072,120463200,13.86,2.882000000000005,1,150817464.83,-1
AAPL_2008-01-23_47,2008-01-23,06:22:53,AAPL,132.7,1130338,136.19,140.0,126.14,139.072,120463200,13.86,2.882000000000005,1,157198366.34,-1
AAPL_2008-01-23_50,2008-01-23,00:38:48,AAPL,128.09,1068439,136.19,140.0,126.14,139.072,120463200,13.86,2.882000000000005,1,148589948.61,-1
AAPL_2008-01-23_55,2008-01-23,01:56:26,AAPL,134.03,1051124,136.19,140.0,126.14,139.072,120463200,13.86,2.882000000000005,1,146181916.93,-1
AAPL_2008-01-23_64,2008-01-23,05:58:07,AAPL,130.68,1119231,136.19,140.0,126.14,139.072,120463200,13.86,2.882000000000005,1,155653693.63,-1
AAPL_2008-01-23_84,2008-01-23,01:57:53,AAPL,129.59,1182599,136.19,140.0,126.14,139.072,120463200,13.86,2.882000000000005,1,164466408.13,-1
AAPL_2008-01-23_95,2008-01-23,01:07:23,AAPL,136.21,1046285,136.19,140.0,126.14,139.072,120463200,13.86,2.882000000000005,1,145508947.52,-1
AAPL_2011-01-18_8,2011-01-18,01:10:46,AAPL,334.55,622294,329.52,344.7625,326.0,340.65,67178500,18.76249999999999,11.129999999999995,1,211984451.1,-1
AAPL_2011-01-18_11,2011-01-18,00:33:23,AAPL,340.04,638519,329.52,344.7625,326.0,340.65,67178500,18.76249999999999,11.129999999999995,1,217511497.35,-1
AAPL_2011-01-18_20,2011-01-18,04:25:32,AAPL,328.66,635186,329.52,344.7625,326.0,340.65,67178500,18.76249999999999,11.129999999999995,1,216376110.9,-1
AAPL_2011-01-18_21,2011-01-18,05:53:20,AAPL,333.88,618892,329.52,344.7625,326.0,340.65,67178500,18.76249999999999,11.129999999999995,1,210825559.8,-1
AAPL_2011-01-18_29,2011-01-18,01:20:22,AAPL,337.25,669285,329.52,344.7625,326.0,340.65,67178500,18.76249999999999,11.129999999999995,1,227991935.25,-1
AAPL_2011-01-18_30,2011-01-18,06:24:41,AAPL,343.22,589789,329.52,344.7625,326.0,340.65,67178500,18.76249999999999,11.129999999999995,1,200911622.85,-1
AAPL_2011-01-18_41,2011-01-18,05:11:26,AAPL,342.73,598082,329.52,344.7625,326.0,340.65,67178500,18.76249999999999,11.129999999999995,1,203736633.3,-1
AAPL_2011-01-18_46,2011-01-18,01:24:36,AAPL,332.4,599049,329.52,344.7625,326.0,340.65,67178500,18.76249999999999,11.129999999999995,1,204066041.85,-1
AAPL_2011-01-18_47,2011-01-18,01:17:09,AAPL,340.48,557480,329.52,344.7625,326.0,340.65,67178500,18.76249999999999,11.129999999999995,1,189905562.0,-1
AAPL_2011-01-18_56,2011-01-18,00:29:21,AAPL,342.31,667903,329.52,344.7625,326.0,340.65,67178500,18.76249999999999,11.129999999999995,1,227521156.95,-1
AAPL_2011-01-18_67,2011-01-18,02:41:34,AAPL,330.94,579630,329.52,344.7625,326.0,340.65,67178500,18.76249999999999,11.129999999999995,1,197450959.5,-1
AAPL_2011-01-18_74,2011-01-18,04:45:41,AAPL,342.39,596783,329.52,344.7625,326.0,340.65,67178500,18.76249999999999,11.129999999999995,1,203294128.95,-1
AAPL_2011-01-18_75,2011-01-18,06:26:11,AAPL,342.8,558725,329.52,344.7625,326.0,340.65,67178500,18.76249999999999,11.129999999999995,1,190329671.25,-1
AAPL_2011-01-18_82,2011-01-18,04:17:54,AAPL,344.49,627206,329.52,344.7625,326.0,340.65,67178500,18.76249999999999,11.129999999999995,1,213657723.9,-1
AAPL_2011-01-18_88,2011-01-18,05:11:48,AAPL,341.07,560593,329.52,344.7625,326.0,340.65,67178500,18.76249999999999,11.129999999999995,1,190966005.45,-1
AAPL_2011-01-18_94,2011-01-18,03:50:40,AAPL,329.44,619044,329.52,344.7625,326.0,340.65,67178500,18.76249999999999,11.129999999999995,1,210877338.6,-1
AAPL_2011-01-18_96,2011-01-18,00:52:19,AAPL,343.91,656051,329.52,344.7625,326.0,340.65,67178500,18.76249999999999,11.129999999999995,1,223483773.15,-1
AAPL_2011-01-18_97,2011-01-18,00:27:21,AAPL,337.19,661160,329.52,344.7625,326.0,340.65,67178500,18.76249999999999,11.129999999999995,1,225224154.0,-1
AAPL_2012-02-15_2,2012-02-15,01:15:01,AAPL,522.1,474536,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,236162331.12,-1
AAPL_2012-02-15_5,2012-02-15,05:53:55,AAPL,523.36,434444,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,216209745.48,-1
AAPL_2012-02-15_7,2012-02-15,01:56:00,AAPL,514.9,486623,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,242177668.41,-1
AAPL_2012-02-15_11,2012-02-15,01:48:23,AAPL,500.9,412756,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,205416278.52,-1
AAPL_2012-02-15_14,2012-02-15,03:19:53,AAPL,519.88,490917,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,244314663.39,-1
AAPL_2012-02-15_16,2012-02-15,04:01:00,AAPL,509.88,509686,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,253655431.62,-1
AAPL_2012-02-15_17,2012-02-15,05:51:14,AAPL,514.92,417325,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,207690132.75,-1
AAPL_2012-02-15_22,2012-02-15,06:13:21,AAPL,523.57,410053,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,204071076.51,-1
AAPL_2012-02-15_25,2012-02-15,04:01:26,AAPL,511.31,535776,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,266639641.92,-1
AAPL_2012-02-15_27,2012-02-15,05:59:38,AAPL,512.62,386973,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,192584852.91,-1
AAPL_2012-02-15_28,2012-02-15,02:36:02,AAPL,521.66,429292,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,213645749.64,-1
AAPL_2012-02-15_30,2012-02-15,02:31:24,AAPL,506.48,496340,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,247013527.8,-1
AAPL_2012-02-15_32,2012-02-15,03:32:09,AAPL,503.32,418127,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,208089264.09,-1
AAPL_2012-02-15_38,2012-02-15,02:02:21,AAPL,515.71,406159,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,202133149.53,-1
AAPL_2012-02-15_43,2012-02-15,00:42:37,AAPL,506.77,524750,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,261152332.5,-1
AAPL_2012-02-15_48,2012-02-15,01:16:11,AAPL,525.37,376518,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,187381713.06,-1
AAPL_2012-02-15_51,2012-02-15,04:56:08,AAPL,518.98,383703,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,190957472.01,-1
AAPL_2012-02-15_60,2012-02-15,06:26:47,AAPL,502.4,433584,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,215781749.28,-1
AAPL_2012-02-15_64,2012-02-15,00:21:41,AAPL,519.02,445992,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,221956838.64,-1
AAPL_2012-02-15_72,2012-02-15,05:50:00,AAPL,516.24,404216,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,201166176.72,-1
AAPL_2012-02-15_76,2012-02-15,02:43:23,AAPL,510.97,455264,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,226571234.88,-1
AAPL_2012-02-15_79,2012-02-15,04:31:40,AAPL,508.98,483610,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,240678188.7,-1
AAPL_2012-02-15_80,2012-02-15,00:03:22,AAPL,522.42,449231,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,223568791.77,-1
AAPL_2012-02-15_83,2012-02-15,03:08:46,AAPL,523.43,376509,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,187377234.03,-1
AAPL_2012-02-15_87,2012-02-15,01:07:32,AAPL,508.28,436183,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,217075193.61,-1
AAPL_2012-02-15_88,2012-02-15,03:13:37,AAPL,511.82,390953,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,194565579.51,-1
AAPL_2012-02-15_90,2012-02-15,04:08:21,AAPL,522.85,437927,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,217943130.09,-1
AAPL_2012-02-15_91,2012-02-15,01:34:28,AAPL,502.67,466730,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,232277519.1,-1
AAPL_2012-02-15_93,2012-02-15,03:53:50,AAPL,508.86,429076,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,213538252.92,-1
AAPL_2012-02-15_94,2012-02-15,05:18:52,AAPL,517.41,459809,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,228833145.03,-1
AAPL_2012-02-15_97,2012-02-15,01:06:28,AAPL,513.42,502304,514.26,526.29,496.89,497.67,53790000,29.399999999999977,-16.589999999999975,0,249981631.68,-1
AAPL_2012-03-14_1,2012-03-14,04:12:05,AAPL,591.06,443996,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,261771161.68,-1
AAPL_2012-03-14_4,2012-03-14,00:44:52,AAPL,593.04,466938,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,275297306.04,-1
AAPL_2012-03-14_5,2012-03-14,01:52:01,AAPL,576.44,472904,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,278814740.32,-1
AAPL_2012-03-14_6,2012-03-14,03:07:32,AAPL,592.14,430724,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,253946255.92,-1
AAPL_2012-03-14_7,2012-03-14,03:34:13,AAPL,578.48,313253,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,184687703.74,-1
AAPL_2012-03-14_9,2012-03-14,06:24:47,AAPL,591.89,465137,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,274235472.46,-1
AAPL_2012-03-14_13,2012-03-14,00:24:23,AAPL,580.34,427457,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,252020098.06,-1
AAPL_2012-03-14_14,2012-03-14,03:50:58,AAPL,581.36,323952,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,190995620.16,-1
AAPL_2012-03-14_15,2012-03-14,01:08:32,AAPL,578.59,455089,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,268311372.62,-1
AAPL_2012-03-14_16,2012-03-14,00:11:52,AAPL,590.73,376736,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,222116010.88,-1
AAPL_2012-03-14_17,2012-03-14,01:15:16,AAPL,593.9,432796,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,255167865.68,-1
AAPL_2012-03-14_18,2012-03-14,00:56:52,AAPL,592.86,278595,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,164254040.1,-1
AAPL_2012-03-14_19,2012-03-14,02:33:09,AAPL,580.95,366499,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,216080480.42,-1
AAPL_2012-03-14_20,2012-03-14,00:30:50,AAPL,583.77,429917,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,253470464.86,-1
AAPL_2012-03-14_21,2012-03-14,02:08:44,AAPL,580.11,385528,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,227299598.24,-1
AAPL_2012-03-14_22,2012-03-14,04:14:07,AAPL,583.85,267084,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,157467384.72,-1
AAPL_2012-03-14_25,2012-03-14,03:48:04,AAPL,589.6,471316,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,277878487.28,-1
AAPL_2012-03-14_27,2012-03-14,04:02:12,AAPL,577.89,373699,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,220325456.42,-1
AAPL_2012-03-14_30,2012-03-14,06:09:07,AAPL,580.88,488267,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,287872457.86,-1
AAPL_2012-03-14_32,2012-03-14,04:39:41,AAPL,581.06,391369,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,230743335.02,-1
AAPL_2012-03-14_33,2012-03-14,05:23:41,AAPL,578.97,304994,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,179818362.52,-1
AAPL_2012-03-14_35,2012-03-14,02:22:47,AAPL,585.24,363431,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,214271648.98,-1
AAPL_2012-03-14_36,2012-03-14,03:21:29,AAPL,583.91,407967,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,240529183.86,-1
AAPL_2012-03-14_37,2012-03-14,00:26:35,AAPL,577.99,442339,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,260794227.62,-1
AAPL_2012-03-14_41,2012-03-14,00:15:28,AAPL,583.77,398948,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,235211761.84,-1
AAPL_2012-03-14_42,2012-03-14,01:52:16,AAPL,592.29,490979,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,289471398.82,-1
AAPL_2012-03-14_43,2012-03-14,00:26:33,AAPL,594.04,272665,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,160757830.7,-1
AAPL_2012-03-14_45,2012-03-14,06:21:44,AAPL,588.39,478081,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,281866995.98,-1
AAPL_2012-03-14_46,2012-03-14,02:15:03,AAPL,580.22,353908,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,208657078.64,-1
AAPL_2012-03-14_47,2012-03-14,05:31:43,AAPL,582.56,435112,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,256533332.96,-1
AAPL_2012-03-14_48,2012-03-14,03:12:47,AAPL,587.16,268929,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,158555159.82,-1
AAPL_2012-03-14_51,2012-03-14,00:31:42,AAPL,576.9,289138,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,170469982.04,-1
AAPL_2012-03-14_54,2012-03-14,01:12:25,AAPL,593.54,492946,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,290631102.68,-1
AAPL_2012-03-14_57,2012-03-14,01:02:16,AAPL,588.05,407233,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,240096432.14,-1
AAPL_2012-03-14_58,2012-03-14,05:32:32,AAPL,589.48,351609,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,207301634.22,-1
AAPL_2012-03-14_60,2012-03-14,05:12:39,AAPL,581.22,267784,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,157880090.72,-1
AAPL_2012-03-14_61,2012-03-14,01:28:40,AAPL,584.08,457480,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,269721058.4,-1
AAPL_2012-03-14_62,2012-03-14,02:20:29,AAPL,587.11,416265,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,245421518.7,-1
AAPL_2012-03-14_64,2012-03-14,02:54:29,AAPL,577.45,315976,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,186293130.08,-1
AAPL_2012-03-14_67,2012-03-14,00:33:55,AAPL,590.62,393040,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,231728523.2,-1
AAPL_2012-03-14_68,2012-03-14,00:48:42,AAPL,586.86,412964,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,243475315.12,-1
AAPL_2012-03-14_71,2012-03-14,01:16:26,AAPL,594.52,401369,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,236639135.02,-1
AAPL_2012-03-14_72,2012-03-14,00:08:57,AAPL,589.84,376461,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,221953876.38,-1
AAPL_2012-03-14_75,2012-03-14,02:01:22,AAPL,577.75,440319,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,259603276.02,-1
AAPL_2012-03-14_76,2012-03-14,01:39:51,AAPL,584.99,366289,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,215956668.62,-1
AAPL_2012-03-14_78,2012-03-14,04:07:18,AAPL,589.92,486747,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,286976296.26,-1
AAPL_2012-03-14_79,2012-03-14,00:51:43,AAPL,589.51,372195,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,219438728.1,-1
AAPL_2012-03-14_81,2012-03-14,00:13:29,AAPL,590.91,332035,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,195761195.3,-1
AAPL_2012-03-14_82,2012-03-14,02:37:42,AAPL,575.85,372234,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,219461721.72,-1
AAPL_2012-03-14_86,2012-03-14,01:28:54,AAPL,593.53,264675,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,156047086.5,-1
AAPL_2012-03-14_87,2012-03-14,03:51:41,AAPL,582.07,395050,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,232913579.0,-1
AAPL_2012-03-14_89,2012-03-14,06:23:04,AAPL,588.13,441349,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,260210543.42,-1
AAPL_2012-03-14_90,2012-03-14,03:43:53,AAPL,584.02,339486,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,200154155.88,-1
AAPL_2012-03-14_93,2012-03-14,01:27:48,AAPL,585.52,340691,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,200864599.78,-1
AAPL_2012-03-14_94,2012-03-14,00:04:37,AAPL,591.63,411239,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,242458289.62,-1
AAPL_2012-03-14_99,2012-03-14,06:04:27,AAPL,585.96,376254,578.05,594.72,575.4,589.58,50673000,19.32000000000005,11.530000000000086,1,221831833.32,-1
AAPL_2012-03-15_11,2012-03-15,02:55:22,AAPL,597.17,331443,599.61,600.01,578.55,585.56,41418500,21.46000000000004,-14.050000000000068,0,194079763.08,-1
AAPL_2012-03-15_12,2012-03-15,04:34:35,AAPL,585.13,297663,599.61,600.01,578.55,585.56,41418500,21.46000000000004,-14.050000000000068,0,174299546.28,-1
AAPL_2012-03-15_14,2012-03-15,03:15:47,AAPL,590.77,327842,599.61,600.01,578.55,585.56,41418500,21.46000000000004,-14.050000000000068,0,191971161.52,-1
AAPL_2012-03-15_17,2012-03-15,01:21:20,AAPL,586.77,375822,599.61,600.01,578.55,585.56,41418500,21.46000000000004,-14.050000000000068,0,220066330.32,-1
AAPL_2012-03-15_18,2012-03-15,05:34:26,AAPL,592.18,400825,599.61,600.01,578.55,585.56,41418500,21.46000000000004,-14.050000000000068,0,234707087.0,-1
AAPL_2012-03-15_19,2012-03-15,03:18:01,AAPL,582.42,326133,599.61,600.01,578.55,585.56,41418500,21.46000000000004,-14.050000000000068,0,190970439.48,-1
AAPL_2012-03-15_21,2012-03-15,02:46:40,AAPL,598.87,350647,599.61,600.01,578.55,585.56,41418500,21.46000000000004,-14.050000000000068,0,205324857.32,-1
AAPL_2012-03-15_22,2012-03-15,03:16:48,AAPL,587.73,361443,599.61,600.01,578.55,585.56,41418500,21.46000000000004,-14.050000000000068,0,211646563.08,-1
AAPL_2012-03-15_23,2012-03-15,00:08:53,AAPL,583.07,392578,599.61,600.01,578.55,585.56,41418500,21.46000000000004,-14.050000000000068,0,229877973.68,-1
AAPL_2012-03-15_24,2012-03-15,01:04:35,AAPL,592.07,394105,599.61,600.01,578.55,585.56,41418500,21.46000000000004,-14.050000000000068,0,230772123.8,-1
AAPL_2012-03-15_25,2012-03-15,05:32:45,AAPL,592.75,306053,599.61,600.01,578.55,585.56,41418500,21.46000000000004,-14.050000000000068,0,179212394.68,-1
AAPL_2012-03-15_27,2012-03-15,01:00:26,AAPL,584.57,312113,599.61,600.01,578.55,585.56,41418500,21.46000000000004,-14.050000000000068,0,182760888.28,-1
AAPL_2012-03-15_35,2012-03-15,05:09:28,AAPL,581.7,318507,599.61,600.01,578.55,585.56,41418500,21.46000000000004,-14.050000000000068,0,186504958.92,-1
AAPL_2012-03-15_39,2012-03-15,00:36:24,AAPL,588.4,385308,599.61,600.01,578.55,585.56,41418500,21.46000000000004,-14.050000000000068,0,225620952.48,-1
